1708.0,1985.0
1506.0,1810.0
1156.0,1285.0
1765.0,2016.0
1540.0,1496.0
2883.0,3340.0
2580.0,2778.0
2349.0,1868.0
1606.0,1702.0
1392.0,1300.0
1652.0,1746.0
893.0,953.0
2759.0,3451.0
2848.0,3642.0
2766.0,2893.0
2304.0,1855.0
1219.0,1115.0
448.0,777.0
960.0,1010.0
1483.0,1678.0
1617.0,1764.0
2302.0,2389.0
1155.0,1423.0
1447.0,1442.0
992.0,1212.0
2216.0,2662.0
2954.0,3830.0
972.0,1204.0
2283.0,2791.0
1545.0,1763.0
2634.0,3342.0
2559.0,2087.0
894.0,1030.0
1130.0,1369.0
437.0,522.0
1403.0,1619.0
3390.0,2496.0
2723.0,2377.0
3775.0,3653.0
1213.0,1474.0
2883.0,2387.0
3850.0,3100.0
1451.0,1482.0
2124.0,2241.0
1170.0,1427.0
984.0,1218.0
1251.0,1341.0
1805.0,2395.0
1117.0,1266.0
4094.0,3990.0
2943.0,2416.0
1604.0,1941.0
1512.0,1860.0
1549.0,1760.0
1983.0,2072.0
2549.0,2251.0
4393.0,4198.0
2537.0,2477.0
572.0,722.0
1466.0,1643.0
2707.0,2674.0
1573.0,2196.0
2818.0,3133.0
1111.0,1036.0
1032.0,1096.0
1048.0,1102.0
1146.0,1238.0
989.0,989.0
2211.0,2365.0
2051.0,2126.0
1831.0,1781.0
622.0,759.0
2789.0,2971.0
653.0,796.0
4605.0,3490.0
3678.0,3940.0
3550.0,4244.0
1218.0,1486.0
1211.0,1404.0
1330.0,1285.0
1380.0,1701.0
797.0,1128.0
2088.0,1976.0
930.0,1077.0
1074.0,1159.0
1337.0,1238.0
2655.0,2630.0
3773.0,3026.0
1537.0,1344.0
884.0,1060.0
1129.0,1333.0
1452.0,1422.0
1017.0,997.0
1061.0,1138.0
1238.0,1243.0
1658.0,1726.0
922.0,1111.0
941.0,1113.0
934.0,1276.0
2228.0,2439.0
2131.0,1808.0
1083.0,1138.0
1530.0,1504.0
483.0,571.0
985.0,1303.0
1252.0,1321.0
2576.0,2921.0
2397.0,2220.0
1133.0,1267.0
531.0,646.0
1820.0,1967.0
3458.0,2984.0
1324.0,1464.0
1333.0,1644.0
824.0,901.0
3415.0,2598.0
1330.0,1368.0
894.0,1052.0
1141.0,1232.0
813.0,1024.0
1085.0,1216.0
857.0,1000.0
2192.0,2421.0
2835.0,2219.0
1803.0,1795.0
959.0,1151.0
1626.0,1658.0
1222.0,1271.0
1040.0,1117.0
1014.0,1216.0
1104.0,1299.0
1570.0,1712.0
1786.0,2068.0
1213.0,1440.0
2337.0,2605.0
2124.0,2319.0
952.0,1171.0
2133.0,2394.0
941.0,1158.0
1966.0,2072.0
1984.0,1976.0
1162.0,1540.0
1062.0,1401.0
897.0,1175.0
1041.0,1015.0
1513.0,1734.0
1320.0,1263.0
974.0,1081.0
1474.0,1660.0
948.0,1222.0
1072.0,1333.0
1842.0,1997.0
1773.0,1743.0
1253.0,1472.0
1813.0,2019.0
4444.0,4020.0
1156.0,1515.0
1058.0,1125.0
3239.0,2944.0
2999.0,2600.0
1056.0,1181.0
1586.0,1771.0
2512.0,2041.0
1668.0,2042.0
2559.0,2210.0
1649.0,2081.0
1683.0,1737.0
2778.0,2575.0
2779.0,2173.0
2718.0,2159.0
4954.0,3727.0
1298.0,1362.0
2409.0,2536.0
3265.0,2689.0
1459.0,1554.0
2644.0,2257.0
3333.0,3619.0
1228.0,1315.0
2100.0,2062.0
1111.0,1306.0
2235.0,2395.0
2819.0,2895.0
3217.0,2497.0
1455.0,1633.0
1175.0,1319.0
1736.0,1735.0
2874.0,3043.0
1312.0,1728.0
4039.0,3879.0
1685.0,1937.0
2816.0,2239.0
2312.0,2558.0
1396.0,1144.0
3635.0,3835.0
3080.0,3304.0
3066.0,2412.0
1570.0,2207.0
2602.0,2572.0
1471.0,1558.0
2125.0,2200.0
1444.0,1370.0
1219.0,1289.0
1900.0,1727.0
3405.0,2809.0
2048.0,1363.0
1287.0,1380.0
3399.0,3599.0
2056.0,2255.0
2785.0,3688.0
2538.0,2168.0
3496.0,3672.0
2852.0,3427.0
2492.0,3388.0
3357.0,4436.0
2588.0,2079.0
2631.0,2069.0
1691.0,1937.0
3920.0,3447.0
1912.0,2325.0
779.0,776.0
858.0,866.0
2525.0,2013.0
655.0,731.0
3193.0,4245.0
839.0,912.0
3010.0,4029.0
2962.0,2242.0
2475.0,2106.0
4422.0,3892.0
2627.0,2108.0
3300.0,2781.0
890.0,1001.0
1647.0,1397.0
1978.0,2522.0
3454.0,2920.0
1263.0,1622.0
1464.0,1850.0
1155.0,1421.0
2815.0,2734.0
1722.0,2019.0
2352.0,1974.0
2038.0,2583.0
1248.0,1491.0
1225.0,1380.0
2800.0,2337.0
3281.0,3076.0
1831.0,2536.0
2265.0,2812.0
3752.0,3282.0
1195.0,1358.0
1111.0,1231.0
1878.0,2212.0
961.0,1163.0
1129.0,1306.0
1495.0,1458.0
3535.0,3191.0
1802.0,1974.0
1348.0,1491.0
2037.0,2395.0
1810.0,2136.0
1353.0,1456.0
1185.0,1453.0
3005.0,2751.0
1802.0,1976.0
2074.0,1677.0
2239.0,2610.0
1420.0,1467.0
2540.0,3005.0
1081.0,1309.0
1401.0,1527.0
3031.0,2583.0
1289.0,1502.0
1499.0,1588.0
1335.0,1466.0
