820.0,918.0
2078.0,2804.0
3209.0,2452.0
1791.0,1842.0
1706.0,1795.0
1773.0,1627.0
1834.0,1678.0
1826.0,1392.0
1407.0,1594.0
1510.0,1700.0
982.0,1175.0
1123.0,1275.0
1192.0,1295.0
1011.0,1140.0
1092.0,1394.0
2821.0,2897.0
1244.0,1617.0
2186.0,2497.0
1337.0,1576.0
3781.0,2952.0
3322.0,3135.0
1309.0,1774.0
4825.0,4426.0
1102.0,1427.0
1768.0,2235.0
1661.0,1652.0
1953.0,1915.0
1268.0,1291.0
2227.0,2431.0
664.0,848.0
1638.0,1059.0
2815.0,3565.0
2615.0,3075.0
3768.0,4789.0
4198.0,3100.0
2037.0,2542.0
3115.0,2781.0
1646.0,1815.0
1585.0,1620.0
1931.0,2508.0
1028.0,779.0
1435.0,1465.0
1215.0,1455.0
2679.0,2190.0
2017.0,2186.0
2257.0,1721.0
1974.0,1682.0
1592.0,1204.0
1284.0,1484.0
666.0,649.0
3458.0,4925.0
2653.0,2512.0
1874.0,2122.0
1500.0,1673.0
2776.0,2210.0
1853.0,2417.0
1149.0,1310.0
1173.0,1515.0
3585.0,2773.0
1191.0,1514.0
2455.0,3421.0
1162.0,896.0
3033.0,3293.0
1287.0,1039.0
2293.0,1751.0
3011.0,2548.0
2474.0,2930.0
1928.0,2070.0
1424.0,1653.0
964.0,1217.0
1520.0,1681.0
778.0,871.0
2215.0,2431.0
2289.0,2834.0
3017.0,3101.0
2821.0,3581.0
860.0,1218.0
1856.0,2006.0
1148.0,1633.0
1524.0,1812.0
2836.0,2164.0
2140.0,1765.0
8566.0,11169.0
1227.0,1352.0
1184.0,1504.0
843.0,965.0
1740.0,1945.0
1228.0,1785.0
1773.0,2264.0
1176.0,1435.0
1078.0,757.0
2044.0,2237.0
1454.0,1964.0
1982.0,2294.0
1556.0,1979.0
2000.0,2373.0
1982.0,2089.0
1855.0,2056.0
1369.0,1736.0
1912.0,2244.0
1872.0,2189.0
1665.0,2030.0
2459.0,2150.0
2529.0,2531.0
2632.0,2195.0
2459.0,2232.0
1770.0,1212.0
1818.0,1197.0
2333.0,2104.0
2005.0,2171.0
1723.0,1149.0
1550.0,1125.0
2435.0,2103.0
2367.0,2425.0
1481.0,1120.0
2532.0,2222.0
2311.0,2266.0
2030.0,1318.0
1809.0,1188.0
2070.0,2301.0
2300.0,1602.0
1798.0,1828.0
2305.0,1999.0
1963.0,1384.0
1889.0,1374.0
1488.0,1556.0
1373.0,1107.0
1833.0,1400.0
784.0,846.0
1248.0,1203.0
1178.0,1222.0
1600.0,1606.0
1851.0,1197.0
2192.0,2322.0
2215.0,2170.0
1553.0,1770.0
1119.0,1368.0
2099.0,1696.0
1083.0,1409.0
1232.0,1596.0
2555.0,2437.0
2249.0,2212.0
1228.0,1594.0
1157.0,1408.0
1246.0,1572.0
1933.0,1354.0
2245.0,2254.0
1405.0,1132.0
1063.0,1378.0
2052.0,1744.0
1208.0,1340.0
3369.0,2622.0
3266.0,2524.0
3876.0,4577.0
2735.0,3415.0
1165.0,1290.0
1834.0,2172.0
1157.0,1283.0
2473.0,3058.0
2410.0,1968.0
1057.0,826.0
1239.0,1371.0
2717.0,2776.0
1979.0,1421.0
470.0,647.0
3190.0,2348.0
1174.0,1289.0
2561.0,1928.0
2147.0,1641.0
1563.0,804.0
2222.0,1981.0
3178.0,3343.0
1135.0,826.0
1272.0,1393.0
3394.0,3728.0
1957.0,1838.0
1238.0,1399.0
2200.0,2110.0
2061.0,1422.0
2269.0,2378.0
2219.0,1515.0
1410.0,1517.0
1790.0,1858.0
1227.0,926.0
2811.0,1992.0
1164.0,1270.0
1206.0,1851.0
1978.0,1559.0
1148.0,1705.0
468.0,808.0
854.0,733.0
3672.0,3786.0
2018.0,1546.0
3450.0,3495.0
1329.0,1369.0
2516.0,1797.0
2496.0,2964.0
1749.0,1343.0
1202.0,1764.0
1095.0,1687.0
1726.0,1623.0
2135.0,1716.0
1569.0,1629.0
2424.0,2658.0
2717.0,3410.0
2479.0,2860.0
1263.0,1394.0
3151.0,3958.0
1184.0,1277.0
2010.0,2327.0
2735.0,3456.0
1202.0,1251.0
2180.0,1582.0
1648.0,1760.0
1301.0,1485.0
1832.0,1947.0
4015.0,3723.0
1543.0,1864.0
2518.0,2822.0
979.0,1071.0
1927.0,2135.0
1802.0,2111.0
2203.0,2340.0
1244.0,1374.0
1525.0,1482.0
2076.0,2312.0
